time,EUR/MWh,kurs,NOK/MWh,NOK/KWh
2025-06-25,42.705000000000005,11.782000000000002,503.15031,0.50315031
2025-06-26,54.28375,11.8125,641.226796875,0.641226796875
2025-06-27,64.79583333333333,11.792,764.0724666666666,0.7640724666666666
2025-06-30,41.07833333333333,11.8345,486.14153583333336,0.4861415358333333
2025-07-01,50.09,11.844500000000002,593.291005,0.5932910050000001
2025-07-02,61.38666666666666,11.878,729.1508266666666,0.7291508266666666
2025-07-03,66.51041666666667,11.875,789.8111979166666,0.7898111979166667
2025-07-04,64.61458333333333,11.847,765.4889687499999,0.7654889687499999
2025-07-07,49.16375,11.8755,583.844113125,0.5838441131250001
2025-07-08,66.40833333333333,11.8295,785.5773791666667,0.7855773791666667
2025-07-09,68.47333333333334,11.83,810.0395333333335,0.8100395333333335
2025-07-10,69.14,11.803000000000004,816.05942,0.8160594200000001
2025-07-11,70.08208333333333,11.8305,829.1060868750001,0.8291060868750001
2025-07-14,62.12041666666667,11.803000000000004,733.2072779166666,0.7332072779166666
2025-07-15,69.01217391304348,11.8715,819.2780226086956,0.8192780226086955
2025-07-16,74.09583333333333,11.946,885.1488249999999,0.8851488249999999
2025-07-17,75.93478260869566,11.9675,908.7495108695653,0.9087495108695652
2025-07-18,79.55458333333333,11.8335,941.409161875,0.941409161875
2025-07-21,62.88875,11.866,746.2379075,0.7462379075
2025-07-22,74.28833333333334,11.884499999999996,882.8796974999999,0.8828796975
2025-07-23,77.90695652173913,11.841499999999998,922.535225652174,0.922535225652174
2025-07-24,72.2564705882353,11.8765,858.1539729411764,0.8581539729411765
2025-07-25,74.74545454545454,11.8995,889.4335363636363,0.8894335363636363
2025-07-28,74.35052631578948,11.8625,881.9831184210527,0.8819831184210527
2025-07-29,72.39125,11.8165,855.411205625,0.855411205625
2025-07-30,73.33,11.7795,863.790735,0.863790735
2025-07-31,67.10458333333334,11.774,790.0893641666667,0.7900893641666666
2025-08-01,72.32083333333334,11.8128,854.31154,0.8543115400000001
2025-08-04,51.80375,11.8745,615.1436293749999,0.6151436293749999
2025-08-05,46.814166666666665,11.857,555.0755741666666,0.5550755741666665
2025-08-06,36.77125,11.8515,435.794469375,0.435794469375
2025-08-07,35.67041666666667,11.890300000000002,424.13195529166666,0.4241319552916666
2025-08-08,53.90291666666667,11.954,644.3554658333334,0.6443554658333334
2025-08-11,51.24125,11.905,610.0270812499999,0.6100270812499999
2025-08-12,64.645,11.8938,768.8747010000001,0.7688747010000001
2025-08-13,79.04625,11.944,944.12841,0.94412841
2025-08-14,84.48458333333333,11.9215,1007.1829602083334,1.007182960208333
2025-08-15,87.87083333333334,11.896,1045.3114333333335,1.0453114333333335
2025-08-18,56.52478260869565,11.884,671.7405165217391,0.671740516521739
2025-08-19,81.06833333333334,11.928000000000004,966.98308,0.96698308
